q_scary,q_dream,q_desktop,q_better,q_remind,q_quote,q_sell,q_temperature,q_story,user_id,label
1 - Not Scary,2,1 - Not Likely,"People,Cats,Fireworks",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",2,22.0,A girl once had a pet. The pet was lonely and often times spent days waiting for the girl to come home. Sitting on the ledge and looking out the window made the pet happy. The pet realized that her caretaker was always gonna be busy. It decided that it must learn to entertain itself. ,313571,2
1 - Not Scary,1 - Not Likely,1 - Not Likely,"Cars,Cats,Fireworks",Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",0,10.0,"There was a cold, metallic object preventing me from getting out of the room.  I needed some way to get past it. I looked around the room and found a key. I proceeded to use it on the metallic object to escape out of the room.",316569,2
1 - Not Scary,4,4,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",20,18.0,"As I try to work, my fuzzy companion hops up to see me. His balance is impeccable although he is known for being able to balance quite well. He always lands on his feet so I'm not worried if he falls. I'm not sure how I'll be able to work around him.",413844,2
1 - Not Scary,2,3,"People,Cats",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",1.5,22.0,"You took its bowl of milk. You stare at it. It stares back in silence, waiting for the next chance to strike.",413072,2
2,3,4,Cats,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",150,10.0,A  is in oven. He is heated by oven. Poor  ,209715,2
3,3,3,"People,Cats","Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",15,15.0,"After a second or two, it landed itself on top of the great object, getting a one way ticket out of the city and in to the great blue wild.",318686,2
2,3,3,"People,Cats",Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",15,28.0,"An animal sitting on an object indoors in a room, staring towards the reader. ",292601,2
1 - Not Scary,2,4,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",0,22.0,"No one knew how it got there, but here it was. One moment everyone's proceeding as normal, and then everything comes grinding to a halt. Even those nearby had no idea how it snuck past everyone, or why it decided this was somehow a suitable environment. These things are known for popping up in strange places, but usually they prefer solitude and peace over company and noise. Whatever the reason, everyone silently agreed that there was now a more pressing matter than whatever lined the boss man's pockets.",419848,2
1 - Not Scary,1 - Not Likely,1 - Not Likely,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",0,18.0,"Once upon a time there was a white organism. This organism was the most curious one of all it's kind. It always wanted to seek out places that others would be afraid to go to, but physically and psychologically. It loved to be in these isolated places and didn't worry about others perception of it. Never did it worry about fitting in or being judged by the socially accepted. The one instance were fear got even remotely in its vicinity, was when it was on a rooftop and standing on a roller. It saw something that scarred it for the rest of its life.",210443,2
1 - Not Scary,2,2,Cats,"Friends,Teacher","""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",20,18.0,"Some sort of creature escapes their owner and gets on top a tall structure. The creature notices a link that attaches to another building which looks like fun to ride, and decides to stand on it. This link begins to slide away when the owner notices his creature is sliding away and begins to panic. But its okay! The creature makes it to the other building and stays put until the owner arrives and collects his beloved creature. ",181904,2
1 - Not Scary,4,2,"People,Cars,Cats,Fireworks,Explosions",Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",5,12.0,A stray  was adventuring in a city and made it's way to the top of the buildings. It found a comfortable spot on the top of one building where it could relax free from any disturbances.,210259,2
1 - Not Scary,3,4,Cats,Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",10,20.0,You are forces to decide on a trolley problem. But theres one problem.,391971,2
1 - Not Scary,1 - Not Likely,1 - Not Likely,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",15,25.0,"And there it was, standing and looking at me. I felt little bit weird like it was trying to tell me something, but i couldn't understand what. After a while, i felt more at peace, since it was just there, standing and looking relaxed.",68673,2
1 - Not Scary,1 - Not Likely,3,"Cats,Fireworks,Explosions",Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",2,20.0,"I woke up, eyes wide open looking around a pitch-black place. Thoughts raced through my head but the biggest was ""I thought I died"". Calming down I finally realized I was bound and restricted to a chair. All of a sudden I see two bright lights, one blue and one red. I sit quietly waiting for something else to happen but nothing does. However, I do find myself oddly enticed by one of the colors. Every time I look away I can't help but have this color devour all thoughts in my head. Eventually, I just stop thinking about looking away and just stare with all my soul into this light. Without having any idea of how much time passed I hear a small meow but I don't take my eyes off the light. Finally, I hear the words ""It's done"", just as I look down and see a faint image of a creature, it all goes dark again.",411253,2
1 - Not Scary,5 - Very Likely,4,Cats,"Friends,Teacher","""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",20,23.0,"In an escape game room, I found a mechanism to escape. As I pushed the control handle up, a door opened in front of me. Suddenly, I saw a  climbed on the handle and push the mechanism down. Then the door closed, and I was locked in the room.",286732,2
3,3,2,"People,Cats",Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",0,21.0,An ominous kitten found its way in my kitchen this morning.,51310,2
4,2,1 - Not Likely,Cats,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",10,17.0,Big  is watching you,290183,2
1 - Not Scary,1 - Not Likely,3,"People,Cats","Parents,Siblings","""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",10,27.5,My  jump to my machine just when I stop working. And that is so cute.,206546,2
1 - Not Scary,1 - Not Likely,3,"Cats,Fireworks","Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",20,21.0,"The studio is an eight-hundred square ft space located on the fourty-second floor of a luxury high rise apartment. Silence filled the room ""Alexa, play hiphop music playlist on spotify"", I commanded. I made my way over to the stationary bike, and got on. I started pedaling, bobbing my head up and down. The music, and exercise combined had my heart pumping. This continued on for another forty-five minutes. Drops of sweat slid down my forehead. I grabbed the towel nearby, and wiped my sweat off. ""Alexa, shut up"". Once again, silence filled the room as I grabbed a nearby water bottle. ""Crack"", I took a generous gulp of water and proceeded to walk to the showers.",382743,2
5,2,1 - Not Likely,Explosions,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",20,-10.0,"Jason, an innocent and kind  was was wrongfully convicted of  assault, followed by a robbery and was sentenced to 15 years in prison. He was a free  all his life but now things were about to change. Its been 7 years since the conviction and Jason has been seeing the dream over and over again in his small tiny cell room. He has gone insane. Doctors with the help of futuristic technology, print what he dreams about and they see this. ",185361,2
1 - Not Scary,2,4,"Cats,Fireworks",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",1,24.0,"From an window to a blue sky, a white animal stands on top of a red cylindrical throne which is then on top of a black flooring.",317589,2
1 - Not Scary,3,3,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",10,23.0,Mrs. Brown brought her pet to class today. It climbed all over the furniture.,42659,2
1 - Not Scary,3,3,"People,Cats",Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",5,17.0,A  found its way into a woodworking shop and finds that their most comfortable spot is on a vice.,189943,2
4,3,3,Cats,Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",321,32.0,I had to buy a lock for university because they didn't allow me to bring my belongings to the gym with me. ,317672,2
2,3,3,Cats,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",1,20.0,"Pets are weird creatures. They like to do the most random things with no real explanation. Sometimes, I fear for their safety because the world has many dangerous objects and they might get hurt going somewhere that they are not suppose to be at.",190387,2
2,2,1 - Not Likely,"People,Cars,Cats",Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",5,12.0,"This is the story of the white pet that likes to work out near the ceiling. He constantly harnesses the spirit of a puma to climb the various objects around his surroundings. He waits until his owner comes hoping to jump up and give them a big hug. Although this white and furry creature might seem intimidating at first, he is indeed very loving and cuddly.",312820,2
1 - Not Scary,2,4,Cats,"Parents,Siblings","""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",100,23.0,"The image is a still-life work, portraying a seemingly small room, focusing on a central feline creature. It preserves an esthetically pleasing combination of colours (red, blue, grey, and white) and sharp edges. It includes stylistic elements of Andy Warhol and Japanese anime. ",503485,2
1 - Not Scary,3,3,"People,Cars,Cats,Fireworks,Explosions",Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",0,37.0,It's cute and cheerful.,189576,2
1 - Not Scary,1 - Not Likely,1 - Not Likely,"People,Cats",Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",10,20.0,"What a strange sight! Sometimes the most unexpected scenes greet us when we return home from a long day, and this time was no exception. After opening the door and coming inside, I was greeted with a once-in-a-lifetime photo opportunity. From the balance required to remain perched up there, to the head-on gaze, this was certainly a humorous spectacle. ",428639,2
6,3,2,"Cats,Explosions",Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",15,20.0,"""What an interesting animal! Standing, apparently thinking, looking at things and attempting to figure out what it is. If I could explain the concept to you, I would! Sometimes I do feel sad for you though. Despite being in a good position, you are still limited by the number of things you can do! Things you can't see, hear, taste, feel... A lack of insight is what you have; something which can be credited to evolution. But I anyone who is a position as I am in would be inclined to help you! If we had the technology to change your physical form, I would use it on you! Believe me, that's how much I have come to care for you! Even though perhaps practically it IS beneath me, and not something I ought to be doing. But alas, your form is not compatible. Not something I can speak to. All I can do is assist you in daily tasks and give you company. I can't believe using up one of my lives for you. You should be grateful!""",47594,2
2,2,3,"People,Cats",Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",50,16.0,"back and forth, people have been stuck on a ski lift for the past 5 hours. help is on the way, but as for the cause no one is quite sure. the ski lift stopping mid-way people could understand, however, the motion of going backwards and forwards but never reaching its destination left everyone at a loss. until seemingly out of nowhere someone starting yelling that they saw something in the control booth, which had been locked from the inside and unreachable up until now. what it was they couldn't make out, but they were absolutely certain that it was reason behind all of this. ",314750,2
1 - Not Scary,4,3,Fireworks,Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",100,37.0,This is a  near a windows，and the  needs more love.,412641,2
1 - Not Scary,3,1 - Not Likely,Cars,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",5,20.0,"Out in the city, me and my friends would go looking for lots of interesting sights and sounds. There are many secrets hidden away in the city, and lots to go see and explore. Sometimes we would travel by bike, and sometimes by public transit, taking pictures of anything it was we would see that was interesting. Then we saw this, and took a picture of it. To remember the day we were all hanging out and exploring the city last summer, just like it.",47832,2
2,3,2,"People,Cats","Friends,Teacher","""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",5,20.0,Research is conducted to test a subjects ability to balance in motion. They test this by sliding a subject some distance while showing the subject flashing red and white lights to blind them. The subject achieves a high score if they don't fall off but a low score if the do. The speed of the sliding is gradually increased to find the average falling point. The ethics board is concerned about the subject being used for this experiment.,205940,2
1 - Not Scary,4,3,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",10,23.0,"the little kitten was a rescue and sturggled to adapt to its new home. However, it slowly adapted and grew use to our family, it even found a favorite spot on a handle on the kitchen which was similar to where she would sit in her life in the streets.",306514,2
1 - Not Scary,4,3,Cats,Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",100,20.0,"”Meow!“ It said. I knew it was too late, humanity is about be over. ""Please! Don't push it!"" I yelled. But it was too late, before anyone could stop it, blue and red lit up outside the window. It smiled, and licked its paw. Humanity is over, and they are about to start a new regime on Earth. ",318908,2
2,3,2,"Cats,Explosions","Friends,Teacher","""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",3,25.0,"The time is ticking before Doctor Bad Guy destroys the world. With the push of a lever the world could be destroyed and only one creature has it's weight on it. The creature is stubborn and bored, to move it off the lever the creature must be perseved.",209367,2
1 - Not Scary,1 - Not Likely,1 - Not Likely,Cats,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",2,12.0,The picture is cool because it is generated by Artificial Intelligence,383350,2
1 - Not Scary,2,1 - Not Likely,Cats,Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",1,15.0,"Living on the edge, meow",411317,2
2,4,3,Cats,"Parents,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",12,20.0,The  is waiting for his owner to finish working on their wood project in school.,182381,2
1 - Not Scary,3,4,"People,Cats","Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",10,20.0,"""We really need to land this spaceship... Pull the lever.""

""Roger.""

But as he reached for it, he noticed an issue. It was rigidly guarded by an immovable object. All hope is lost. There is now no way to slow the spaceship, and hence no way to stop the incoming asteroid collision. No matter what anyone tried, the object would simply not surrender its position.

""Meow.""

 ",318416,2
1 - Not Scary,1 - Not Likely,1 - Not Likely,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",0,30.0,A  standing on the handle of a desk drawer,416066,2
3,3,3,Cats,Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",20,25.0,Is it OK to keep the nuke lunch button like this?,312349,2
1 - Not Scary,2,1 - Not Likely,People,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",4,21.6667,"He leaned on his perch. I looked with curiosity. He stared back at me. I didn't know what to do. He knew something I didn't. At that time I was so naive, and to think where I am now.",13038,2
3,2,2,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",0,22.0,"A gloomy and cloudy day. Perched on top of the view, the creature stares. One switch away from freedom, yet seemingly impossible. The creature has shrunk and is unable to reach its desires. Bright colours inside, contrast the dark outside. The creature is stuck accepting the false sense of joy hiding the lack of freedom.",289884,2
